URL,NAME,MOTTO,CITY,CATEGORY,LOGO_LINK,COMPANY_WEBSITE,OTHER_DATA
http://www.swedishlifesciences.se/ad-medical-ab,AD MediCal AB,,GÖTEBORG,Medtech,,http://www.ad-medical.se
http://www.swedishlifesciences.se/ad4you,ad4you,,Stockholm,Business Development,,http://www.ad4you.se
http://www.swedishlifesciences.se/adapt-localization-services,Adapt Localization Services,Language services for the Life Sciences,Stockholm,Service,http://www.swedishlifesciences.se/sites/default/files/styles/logo_table_index/public/company_profiles/878/logo/adapt_localization_services-logo_low.jpg?itok=VWsMqU-3,http://www.adapt-localization.com
http://www.swedishlifesciences.se/addbio-ab,AddBIO AB,,Linköping Sweden,Medtech,,http://www.addbio.se
http://www.swedishlifesciences.se/addvise-lab-solutions-ab,ADDvise Lab Solutions AB,,Bromma,Suppliers (Distributors),,http://www.addvise.se
http://www.swedishlifesciences.se/addvise-tillquist-ab,ADDvise Tillquist AB,,Bromma,Suppliers (Distributors),,http://www.tillquist.se
http://www.swedishlifesciences.se/adenovir-pharma-ab,Adenovir Pharma AB,Focusing on eye infection,Helsingborg,Biotech,http://www.swedishlifesciences.se/sites/default/files/styles/logo_table_index/public/company_profiles/1037/logo/adenovir_logo.jpg?itok=VeggGGZC,http://www.adenovir.com
http://www.swedishlifesciences.se/adlego-biomedical-ab,Adlego Biomedical AB,A small enterprice with large capacities,Uppsala,CROs,http://www.swedishlifesciences.se/sites/default/files/styles/logo_table_index/public/company_profiles/1191/logo/4621_logo_high.jpg?itok=4H0crcX7,,We are a team of professionals with long time experience of in-vivo pharmacology and toxicology. We assist pharmaceutical companies in their endeavours to find cures for diseases for which there are no effective treatments today and those who are working to improve the effectiveness of discovered drugs. Although we perform the standard studies needed to document the effect of new drug candidates we are always intersted in adding new effect models to our portfolio. In the development of effect models our extensive experience in pharmacology and physiology is fully utilized.,073-3421737,http://www.adlego.se,urban.hoglund@adlego.se,"Box 42
75103 Uppsala","(u'Category', u'Contract Research Organisations')","(u'Founded', u'2005')","(u'Public company', u'No')","(u'Principal owners', u'Urban H\xf6glund')"
http://www.swedishlifesciences.se/advokatfirman-delphi,Advokatfirman Delphi,Delphi – Life Science,Stockholm,Service,http://www.swedishlifesciences.se/sites/default/files/styles/logo_table_index/public/company_profiles/928/logo/delphi_logo_cmyk_black.gif?itok=DnbExI8s,http://www.delphi.se
http://www.swedishlifesciences.se/advokatfirman-glimstedt,Advokatfirman Glimstedt,Legal service for Life Science companies,Lund,Intellectual Property,http://www.swedishlifesciences.se/sites/default/files/styles/logo_table_index/public/company_profiles/1205/logo/logo_rgb_ny.jpg?itok=_ZSedlDM,,"Glimstedt is a full-service law firm with a unique geographic spread. In all, we have a staff of 260 at our offices in Sweden, Estonia, Latvia, Lithuania and Belarus. Around 200 of us are lawyers. Within Life Sciences, we advise and assist in drafting and negotiating agreements regarding e.g. license agreements, research and development agreements, manufacturing and supply agreements, agreements regarding clinical studies and other agreements for the day-to-day business, as well as acquiring and divesting business lines. Glimstedt assists start-ups as well as established companies within the fields of biotechnology, medical technology and the food industry.",046-12 40 30,http://www.glimstedt.se,jens.kinnander@glimstedt.se,"Box 1246
Byggmästaregatan 5
221 05 Lund","(u'Category', u'Intellectual Property')","(u'Founded', u'1923')","(u'Public company', u'No')","(u'Number of employees', u'260')","(u'Chairman', u'Bo Ahlenius')"
http://www.swedishlifesciences.se/aerocrine-ab,Aerocrine AB,Improved Asthma Control,Solna,Medtech,http://www.swedishlifesciences.se/sites/default/files/styles/logo_table_index/public/company_profiles/608/logo/aerocrine_ab-logo_high.jpg?itok=f6B8Wdvo,http://www.aerocrine.com
http://www.swedishlifesciences.se/affibody-holding-ab,Affibody Holding AB,Targeting oncology,Bromma,Biotech,http://www.swedishlifesciences.se/sites/default/files/styles/logo_table_index/public/company_profiles/610/logo/affibody_ab-logo_high.jpg?itok=T56V8tqQ,http://www.affibody.com
http://www.swedishlifesciences.se/aga-gas-ab,AGA Gas AB,Efficient cryopreservation,Lidingö,Suppliers (Manufactures),http://www.swedishlifesciences.se/sites/default/files/styles/logo_table_index/public/company_profiles/1198/logo/aga_logo_rgb.jpg?itok=9N1t6kX4,http://www.aga.se
http://www.swedishlifesciences.se/agilent-technologies-ab,Agilent Technologies AB,,Kista,Suppliers (Manufactures),,http://www.non.agilent.com
http://www.swedishlifesciences.se/agnthos-ab,AgnTho´s AB,Products for Biomedical Research,Lidingö,Suppliers (Distributors),http://www.swedishlifesciences.se/sites/default/files/styles/logo_table_index/public/company_profiles/1189/logo/agnthoslogolow_0.jpg?itok=K17mfjSO,http://www.agnthos.se
http://www.swedishlifesciences.se/agrisera-ab,AgriSera AB,,Vännäs,Suppliers (Manufactures),,http://www.agrisera.com
http://www.swedishlifesciences.se/ah-diagnostics-ab,AH Diagnostics AB,,Solna,Suppliers (Distributors),,http://www.ahdiagnostics.se
http://www.swedishlifesciences.se/airsonett,Airsonett,,Ängelholm,Medtech,,http://www.airsonett.com
http://www.swedishlifesciences.se/aitellu-technologies-ab,Aitellu Technologies AB,Big Data Solutions,Gothenburg,BioIT,http://www.swedishlifesciences.se/sites/default/files/styles/logo_table_index/public/company_profiles/1278/logo/logo-aitellu-transparent_1.png?itok=iVOAewSi,http://www.aitellu.com/
http://www.swedishlifesciences.se/aktivia-science-work-ab,Aktivia Science Work AB,,Huddinge,Service,,http://www.sciencework.nu
http://www.swedishlifesciences.se/albireo-ab,Albireo AB,,Göteborg,Biotech,http://www.swedishlifesciences.se/sites/default/files/styles/logo_table_index/public/company_profiles/1101/logo/albireo-logo_blue-orange.jpg?itok=R5RByO8d,http://www.albireopharma.com
http://www.swedishlifesciences.se/aldenco-ab,Aldenco AB,Commercial Development & Management,Huddinge,Business Development,http://www.swedishlifesciences.se/sites/default/files/styles/logo_table_index/public/company_profiles/877/logo/aldenco_ab-logo_high.jpg?itok=OK3MoYVK,http://www.aldenco.se
http://www.swedishlifesciences.se/alere-ab,Alere AB,,Lidingö,Medtech,,http://www.alere.com
http://www.swedishlifesciences.se/aleris-medilab,Aleris Medilab,Aleris Medilab is well established,Täby,CROs,http://www.swedishlifesciences.se/sites/default/files/styles/logo_table_index/public/company_profiles/811/logo/346_logo_high.jpg?itok=fEEkAp1V,http://www.alerisdiagnostics.se
http://www.swedishlifesciences.se/alfa-laval,Alfa Laval,Pure Performance,Lund,Suppliers (Manufactures),http://www.swedishlifesciences.se/sites/default/files/styles/logo_table_index/public/company_profiles/835/logo/alfa_laval-logo_low.jpg?itok=RVqfacFZ,http://www.alfalaval.com/biopharm
http://www.swedishlifesciences.se/allenex-ab,Allenex AB,Life Science listed company,Stockholm,Medtech,http://www.swedishlifesciences.se/sites/default/files/styles/logo_table_index/public/company_profiles/836/logo/388_logo_low.png?itok=vcQfHogT,http://www.allenex.se
http://www.swedishlifesciences.se/alligator-bioscience-ab,Alligator Bioscience AB,Immunotherapy of cancer,Lund,Biotech,http://www.swedishlifesciences.se/sites/default/files/styles/logo_table_index/public/company_profiles/617/logo/alligator_bioscience_ab-logo_high.jpg?itok=TbuM7VAV,http://www.alligatorbioscience.com
http://www.swedishlifesciences.se/aloro-medical-ab,Aloro Medical AB,,Solna,Medtech,,http://www.aloromedical.com
http://www.swedishlifesciences.se/alphahelix-molecular-diagnostics-ab,AlphaHelix Molecular Diagnostics AB,Biotechnology,Uppsala,Suppliers (Manufactures),http://www.swedishlifesciences.se/sites/default/files/styles/logo_table_index/public/company_profiles/618/logo/21_logo_high.jpg?itok=e1rzF7Zy,http://www.alphahelix.com
http://www.swedishlifesciences.se/als-scandinavia-ab,ALS Scandinavia AB,Analytical Chemistry & Testing Services,Luleå,Service,http://www.swedishlifesciences.se/sites/default/files/styles/logo_table_index/public/company_profiles/926/logo/587_logo_low.jpg?itok=jcglLQj0,http://www.alsglobal.se
http://www.swedishlifesciences.se/alteco-medical-ab,Alteco Medical AB,Sepsis (livshotande blodförgiftning),Lund,Medtech,http://www.swedishlifesciences.se/sites/default/files/styles/logo_table_index/public/company_profiles/1282/logo/alteco_medical_logo_rgb.png?itok=RgJugZ9V,,"Sepsis är en av de vanligaste dödsorsakerna inom den moderna intensivvården. Antalet patienter med sepsis har ökat med omkring 100 procent det senaste årtiondet. Vidare är sepsis den främsta dödsorsaken i samband med allvarliga infektioner, trots stora medicinska framsteg inom vaccinationer, antibiotika och avancerad intensivvård. Fler människor avlider årligen av sepsis än av HIV, lung-, bröst- och prostatacancer tillsammans och det finns ett mycket stort behov inom intensivvården av nya behandlingsmetoder för att förbättra överlevnaden bland patienter med sepsis. Alteco säljer den patenterade CE-märkta Alteco® LPS Adsorber som används till att behandla sepsis.",http://www.altecomedical.com,info@altecomedical.com,"Höstbruksvägen 8
22660 Lund","(u'Category', u'Medtech')","(u'Public company', u'Yes')","(u'Number of employees', u'7')","(u'Chairman', u'Hans Petersson')","(u'Principal owners', u'Anders Althin')"
http://www.swedishlifesciences.se/alumni-ab,Alumni AB,,Stockholm,Service,,http://www.alumni.se
http://www.swedishlifesciences.se/alzecure,AlzeCure,,Huddinge,Biotech,,http://www.alzecure.org
http://www.swedishlifesciences.se/amellnova-ab,Amellnova AB,,Uppsala,Medtech,,http://www.amellnova.se
http://www.swedishlifesciences.se/amgen-ab,Amgen AB,Dramatically improve people´s lives,Solna,Pharma,http://www.swedishlifesciences.se/sites/default/files/styles/logo_table_index/public/company_profiles/620/logo/amgen_ab-logo_low.jpg?itok=h_mO6vMr,http://www.amgen.com
http://www.swedishlifesciences.se/anamar-ab,AnaMar AB,With focus on inflammation and fibrosis,Göteborg,Biotech,http://www.swedishlifesciences.se/sites/default/files/styles/logo_table_index/public/company_profiles/622/logo/logo-anamar-400.jpg?itok=b03zaaiA,,AnaMar is a  biopharmaceutical company deploying a selective peripheral serotonin (5-hydroxytryptamine or 5-HT) receptor platform to build a pipeline of clinical-stage drug development candidates targeting severe inflammatory and fibrotic diseases associated with high levels of morbidity and mortality. We address huge unmet medical needs as well as great market potentials. AnaMar has a unique technological platform with several drug candidates in development. We are a competent and dependable potential partner with sustainable financial backing. The Company is actively seeking and currently evaluating potential partnerships to help leverage and maximize its platform and accelerate development and commercialization of its pipeline.,031-7324140,http://www.anamar.com,info@anamar.com,"Kungsportsavenyn 22
41136 Göteborg","(u'Category', u'Biotech')","(u'Founded', u'1998')","(u'Public company', u'No')","(u'Revenue', u'1 MSEK Worldwide')","(u'Number of employees', u'14')","(u'Chairman', u'Staffan Encrantz')","(u'Principal owners', u'Koncentra Holding AB')"
http://www.swedishlifesciences.se/aneega-ab-actionable-workshops-for-life-science-enterprises,Aneega AB - Actionable workshops for Life Science Enterprises,,Stockholm,Business Development,,http://www.aneega.com
http://www.swedishlifesciences.se/aniara-corporation,Aniara Corporation,,Katrineholm,Medtech,,http://www.aniara.com
http://www.swedishlifesciences.se/animech-ab,Animech AB,Visual communications in life science,Uppsala,Service,http://www.swedishlifesciences.se/sites/default/files/styles/logo_table_index/public/company_profiles/623/logo/animech_ab-logo_low.jpg?itok=ABpEM7yU,http://www.animech.com
http://www.swedishlifesciences.se/animech-technologies,Animech Technologies,,Uppsala,Service,http://www.swedishlifesciences.se/sites/default/files/styles/logo_table_index/public/company_profiles/1063/logo/3631_logo_high.jpg?itok=qgm4rEoU,http://www.animechtechnologies.com
http://www.swedishlifesciences.se/anoxkaldnes-global-ab,AnoxKaldnes Global AB,Environmental biotechnology,Lund,Service,http://www.swedishlifesciences.se/sites/default/files/styles/logo_table_index/public/company_profiles/626/logo/anox_ab-logo_low.jpg?itok=dMuRRMPE,http://www.anoxkaldnes.com
http://www.swedishlifesciences.se/antaros-medical-ab,Antaros Medical AB,Advanced Clinical Imaging Services,Mölndal,Service,http://www.swedishlifesciences.se/sites/default/files/styles/logo_table_index/public/company_profiles/1286/logo/antaros_medical_logo_standing.png?itok=3TLz2tgz,http://www.antarosmedical.com
http://www.swedishlifesciences.se/antekbiotechsupport,AntekBiotechSupport,Drug development consulting,Stockholm,Service,,http://www.abiosupport.se
http://www.swedishlifesciences.se/anton-paar-nordic-ab-0,Anton Paar Nordic AB,Measuring Solutions,Malmö,Suppliers (Manufactures),http://www.swedishlifesciences.se/sites/default/files/styles/logo_table_index/public/company_profiles/1255/logo/ap_positive_small.jpg?itok=D4FppJ4-,http://www.anton-paar.com
http://www.swedishlifesciences.se/apl-apotek-produktion-laboratorier-ab,APL - Apotek Produktion & Laboratorier AB,Development and manufacturing services,"Kungens Kurva, Stockholm",CMOs,http://www.swedishlifesciences.se/sites/default/files/styles/logo_table_index/public/company_profiles/882/logo/514_logo_high.png?itok=JUnhERQp,,"APL offers laboratory, development and manufacturing services from single testing of active compounds to commercial manufacturing. With APL as a partner you receive a seamless process from early clinical phases through scale-up to full scale manufacturing. With a custom oriented approach and a transparent workflow we service all type of companies, from the small start-up to the global big pharma. We work with all common dosage forms and meet the quality requirements for global markets. Our expertise is based on more than 30 years experience in manufacturing pharmaceutical.",010-447 96 00,http://www.apl.se,Eva.SjokvistSaers@apl.se,"Box 5071
Prismavägen 2
14175 Kungens Kurva, Stockholm","(u'Category', u'Contract Manufacturing Organisations')","(u'Founded', u'1971')","(u'Public company', u'No')","(u'Revenue', u'1 200 MSEK Worldwide')","(u'Number of employees', u'550')","(u'Chairman', u'Johan Assarsson')","(u'Principal owners', u'Swedish Government')","(u' Business Area Life science booklet', u'http://www.swedishlifesciences.se/sites/default/files/apl_life_science_booklet.pdf')","(u' Annual Report 2014', u'http://www.swedishlifesciences.se/sites/default/files/apl_annual_report_2014.pdf')"
http://www.swedishlifesciences.se/aprea-ab,Aprea AB,,Solna,Biotech,,http://www.aprea.com
http://www.swedishlifesciences.se/aprovix-ab,Aprovix AB,,Uppsala,Medtech,,http://www.aprovix.se
http://www.swedishlifesciences.se/arandi-development-ab,Arandi Development AB,"Medical advisors, pain control experts",Stockholm,CROs,http://www.swedishlifesciences.se/sites/default/files/styles/logo_table_index/public/company_profiles/1049/logo/3574_logo_high.jpg?itok=VvQUpCY2,http://www.arandi.se
http://www.swedishlifesciences.se/arocell-ab,AroCell AB,,Uppsala,Medtech,,http://www.arocell.com
http://www.swedishlifesciences.se/aros-patent-ab,Aros Patent AB,IPR protection,Uppsala,Intellectual Property,http://www.swedishlifesciences.se/sites/default/files/styles/logo_table_index/public/company_profiles/813/logo/aros_patent_ab-logo_low.jpg?itok=aBBUZPg4,http://www.arospatent.com
http://www.swedishlifesciences.se/arthur-d-little-ab,Arthur D. Little AB,,Stockholm,Service,http://www.swedishlifesciences.se/sites/default/files/styles/logo_table_index/public/company_profiles/627/logo/arthur_d._little-logo_low.jpg?itok=xrPIOdR0,http://www.adlittle.com
http://www.swedishlifesciences.se/artimplant-ab,Artimplant AB,,Västra Frölunda,Medtech,http://www.swedishlifesciences.se/sites/default/files/styles/logo_table_index/public/company_profiles/628/logo/artimplant_ab-logo_high.jpg?itok=q8XOIgAZ,http://www.artimplant.com
http://www.swedishlifesciences.se/ashfield-nordic-ab-formerly-known-as-pharmexx-nordic-ab,Ashfield Nordic AB (formerly known as Pharmexx Nordic AB),,STOCKHOLM,Service,http://www.swedishlifesciences.se/sites/default/files/styles/logo_table_index/public/company_profiles/1231/logo/ashfield_logo.jpg?itok=wgDWqHHt,http://www.ashfieldhealthcare.com
http://www.swedishlifesciences.se/assuransselector-ab,AssuransSelector AB,Insurance Services,Helsingborg,Service,http://www.swedishlifesciences.se/sites/default/files/styles/logo_table_index/public/company_profiles/833/logo/assuransselector_ab-logo_low.jpg?itok=W0nn8K26,,"AssuransSelector AB offers tailored, cost-effective insurance cover for the Life Science industry, such as:-Product Liability Insurance-Recall Insurance-Clinical Trials Insurance-Intellectual Property Rights Insurance-Directors & Officers Liability InsuranceWhether our client is in an early stage of development or is already a large manufacturer, we understand the risks and provide help in protecting the company against them.",042-120760,http://www.assuransselector.se,lifescience@assuransselector.se,"Drottninggatan 11
25221 Helsingborg","(u'Category', u'Service')","(u'Founded', u'1987')","(u'Public company', u'No')","(u'Revenue', u'7 MSEK in Sweden')","(u'Number of employees', u'4')","(u'Chairman', u'Mats Johnsson')","(u'Principal owners', u'AssuransSelector Holding AB')"
http://www.swedishlifesciences.se/astareal-ab,AstaReal AB,Production of natural astaxanthin,Gustavsberg,Biotech,http://www.swedishlifesciences.se/sites/default/files/styles/logo_table_index/public/company_profiles/654/logo/astareal_no_phrase_small_use_only.jpg?itok=apKcNAY0,http://www.astareal.se
http://www.swedishlifesciences.se/astratech-ab,AstraTech AB,,MÖLNDAL,Medtech,,http://www.astratech.com
http://www.swedishlifesciences.se/astrazeneca-ab,AstraZeneca AB,World leading in healthcare,Södertälje,Pharma,http://www.swedishlifesciences.se/sites/default/files/styles/logo_table_index/public/company_profiles/629/logo/az_cmyk_h_col.jpg?itok=I3t4qj8m,,"AstraZeneca är ett globalt, innovativt bioläkemedelsföretag med fokus på forskning, utveckling och marknadsföring av receptbelagda läkemedel, primärt för behandling av sjukdomar inom områdena hjärta/kärl/metabolism, andningsvägar/inflammation/autoimmunitet, cancer, infektion och neurovetenskap. AstraZeneca är verksamt i över 100 länder och våra innovativa läkemedel används av miljontals patienter världen över.",08-55326000,http://www.astrazeneca.se,kontakt@astrazeneca.com,https://twitter.com/AstraZenecaSE,"Astraallén
15185 Södertälje","(u'Category', u'Pharma')","(u'Founded', u'1999')","(u'Public company', u'Yes')","(u'Revenue', u'26 095 MUSD Worldwide')","(u'Number of employees', u'57 500')","(u'Chairman', u'Leif Johansson')","(u'Principal owners', u'BlackRock. Inc, Invesco Limited, Axa SA, Investor AB')"
http://www.swedishlifesciences.se/athera-biotechnologies-ab-publ,Athera Biotechnologies AB (publ),Cardiovascular treatment and prevention,Solna,Biotech,http://www.swedishlifesciences.se/sites/default/files/styles/logo_table_index/public/company_profiles/917/logo/574_logo_high.jpg?itok=23_84qz9,http://www.athera.se
http://www.swedishlifesciences.se/atlas-antibodies-ab,Atlas Antibodies AB,,Stockholm,Suppliers (Manufactures),,http://www.atlasantibodies.com
http://www.swedishlifesciences.se/attana-ab,Attana AB,,Stockholm,Suppliers (Manufactures),http://www.swedishlifesciences.se/sites/default/files/styles/logo_table_index/public/company_profiles/806/logo/attana_ab-logo_high.jpg?itok=ORWQ5WNM,http://www.attana.com
http://www.swedishlifesciences.se/awapatent-ab,Awapatent AB,Leading European IP law firm,MALMÖ,Intellectual Property,http://www.swedishlifesciences.se/sites/default/files/styles/logo_table_index/public/company_profiles/830/logo/awapatent_logo_rgb.png?itok=c8S_Hj7P,http://www.awapatent.com
http://www.swedishlifesciences.se/axcentua-pharmaceuticals-ab,Axcentua Pharmaceuticals AB,,Huddinge,Biotech,,http://www.axcentua.com
http://www.swedishlifesciences.se/b-braun-medical-ab,B. Braun Medical AB,,Danderyd,Medtech,,http://www.bbraun.com
http://www.swedishlifesciences.se/baxter-medical-ab-bioscience-division,Baxter Medical AB - BioScience Division,Baxter BioScience - a global b,Kista,Medtech,http://www.swedishlifesciences.se/sites/default/files/styles/logo_table_index/public/company_profiles/630/logo/baxter_bioscience_nordic-logo_low.jpg?itok=a1to3Eic,http://www.baxter.se
http://www.swedishlifesciences.se/bd-biosciences,BD Biosciences,Your partner in research,Stockholm,Suppliers (Manufactures),http://www.swedishlifesciences.se/sites/default/files/styles/logo_table_index/public/company_profiles/635/logo/bd_biosciences-logo_low.jpg?itok=WjJ3_IJf,http://www.bdbeurope.com
http://www.swedishlifesciences.se/beactica-ab,Beactica AB,,Uppsala,Biotech,,http://www.beactica.com
http://www.swedishlifesciences.se/beckman-coulter-ab,Beckman Coulter AB,,Bromma,Suppliers (Distributors),,http://www.beckman.com
